time,time_sin,time_cos,Occupancy,door_gap,window_gap,humidity,VOC_ppb,temperature_Main,temperature_FRT,temperature_FRM,temperature_FRB,temperature_FMT,temperature_FMM,temperature_FMB,temperature_FLT,temperature_FLM,temperature_FLB,temperature_BRT,temperature_BRM,temperature_BRB,temperature_BMT,temperature_BMM,temperature_BMB,temperature_BLT,temperature_BLM,temperature_BLB,temperature_WRB,temperature_WMB,temperature_WLB,temperature_WLF,temperature_DoorRT,temperature_BTable,temperature_PRUR,temperature_PRUL,temperature_PRDR,temperature_PRDL,temperature_PLDR,temperature_PLDL,temperature_Out,light_BLM,light_BLB,light_WRB,light_WMB,light_WLB,light_WLF,light_DoorRT,light_BTable,light_PRUR,light_PRUL,light_PRDR,light_PRDL,light_PLDR,light_PLDL,light_Out,outdoor_temperature,outdoor_humidity,outdoor_windgust,outdoor_windspeed,outdoor_winddir,outdoor_sealevelpressure,outdoor_dew,outdoor_cloudcover,outdoor_solarradiation,outdoor_solarenergy
2023/7/3 23:18,-0.182235525,0.983254908,0,0,0.933333333,42,91,22.09,24.17392105,21.46337896,23.94824205,22.67968726,23.16399965,21.55578128,21.09750596,20.99053824,21.98801489,23.70758917,20.58233195,20.42044593,19.05273426,21.40728637,21.69616998,18.5,10.39241074,20.3270313,19.60488285,19.58919274,19.6541864,20.55797684,23.03689238,21.76379664,21.87273842,22.47483471,20.69911314,22.63935803,21.55427632,22.8031904,21.83162741,255,0,0,0,0,255,255,255,0,0,0,0,0,255,0,14.6,68.23,18.7,17.7,250,1011.9,8.8,57.1,0,0
2023/7/3 23:19,-0.177943545,0.984040698,0,0,0.9,42,91,22.09,24.18138589,21.47743957,23.91126024,22.65531995,23.18582604,21.63777046,21.11566839,20.94270854,21.95559631,23.78924428,20.59309924,20.39453131,19.0538087,21.47065546,21.7195725,18.5,11.87905093,20.33868268,19.672061,19.55202794,19.64293325,20.57489804,23.00407991,21.72704084,21.95833331,22.48512613,20.71684965,22.64142613,21.57235867,22.75861771,21.86708468,255,0,0,0,0,255,255,255,0,0,0,0,0,255,0,14.6,68.23,18.7,17.7,250,1011.9,8.8,57.1,0,0
2023/7/3 23:20,-0.173648178,0.984807753,0,0,0.766666667,42,91,22.09,24.14616935,21.47912167,23.92372534,22.57123159,23.16796865,21.64101565,21.15694764,20.96660142,21.97214407,23.8089749,20.59711107,20.30478283,19.03941743,21.49757181,21.77360368,18.50058174,9.520399333,20.32050459,19.54926211,19.4982329,19.67632656,20.61362597,22.99390234,21.70434579,21.90044343,22.4978841,20.70146488,22.70390613,21.52417649,22.6978975,21.88626819,255,0,0,0,0,255,255,255,0,0,0,0,0,255,0,14.6,68.23,18.7,17.7,250,1011.9,8.8,57.1,0,0
2023/7/3 23:21,-0.169349504,0.985556059,0,0,0.833333333,42,114,22.09,24.07345911,21.48585683,23.98037105,22.57976974,23.16697302,21.67306387,21.16586531,21.01680591,22.00735823,23.82335067,20.56657607,20.32608704,19.07747406,21.4466796,21.79140633,18.5,7.158333333,20.3155183,19.61636521,19.55358569,19.66453888,20.62909656,22.97970919,21.69850127,21.989615,22.46458331,20.65112851,22.71738283,21.55198303,22.69274553,21.87248879,255,0,0,0,0,255,255,255,0,0,0,0,0,255,0,14.6,68.23,18.7,17.7,250,1011.9,8.8,57.1,0,0
2023/7/3 23:22,-0.165047606,0.986285602,0,0,1,42,114,22.09,24.17831511,21.49584981,23.9956055,22.64006693,23.20597333,21.74524452,21.08559783,20.95330241,21.94740188,23.80531246,20.58327787,20.29687508,19.06093756,21.45684521,21.74271338,18.5,10.40151515,20.32000418,19.62454923,19.5468749,19.67043584,20.59923724,22.95612298,21.7317425,21.9690019,22.45856331,20.60395674,22.68096139,21.57375918,22.74855681,21.88101781,255,0,0,0,0,255,255,255,0,0,0,0,0,255,0,14.6,68.23,18.7,17.7,250,1011.9,8.8,57.1,0,0
2023/7/3 23:23,-0.160742566,0.986996367,0,0,1,42,114,22.09,24.17353221,21.52657771,23.96895021,22.69554224,23.21640627,21.6527344,21.07704752,20.95672276,21.98737982,23.85946184,20.59083943,20.29861114,19.04559943,21.46714159,21.72353312,18.49920105,11.57857143,20.31028303,19.61607148,19.53749998,19.68916015,20.56376374,22.91636021,21.72457251,22.02576262,22.47890625,20.60217908,22.70070674,21.49654798,22.76211314,21.88694209,255,0,0,0,0,255,255,255,0,0,0,0,0,255,0,14.6,68.23,18.7,17.7,250,1011.9,8.8,57.1,0,0
2023/7/3 23:24,-0.156434465,0.987688341,0,0,0.9,42,114,22.09,24.15388568,21.53118147,24.00204191,22.75644525,23.2147067,21.64505207,21.14473689,20.9759407,21.97647578,23.84220808,20.56517279,20.26038485,19.02952398,21.47421876,21.72181361,18.4966799,12.47541922,20.30556643,19.54144035,19.54486897,19.70323683,20.58091537,22.94633567,21.71691645,21.9155815,22.4995238,20.62708935,22.71882822,21.48144522,22.72032911,21.89602474,255,0,0,0,0,255,255,255,0,0,0,0,0,255,0,14.6,68.23,18.7,17.7,250,1011.9,8.8,57.1,0,0
2023/7/3 23:25,-0.152123386,0.98836151,0,0,0.833333333,42,114,22.09,24.19017863,21.50533356,23.991146,22.61192261,23.19981967,21.61759879,21.106836,21.00390628,21.9598215,23.85164227,20.58559285,20.27226562,19.04877808,21.48161198,21.72843076,18.50339652,10.72748165,20.31789431,19.66157673,19.53915134,19.70276986,20.6049804,22.97083333,21.72819013,21.9189454,22.49192727,20.63579944,22.68804692,21.5572599,22.75975686,21.81272985,255,0,0,0,0,255,255,255,0,0,0,0,0,255,0,14.6,68.23,18.7,17.7,250,1011.9,8.8,57.1,0,0
2023/7/3 23:26,-0.147809411,0.989015863,0,0,1.133333333,42,105,22.09,24.12890623,21.49204293,23.92248264,22.60959194,23.13372398,21.61962883,21.04586226,20.99945756,21.87646484,23.76291233,20.62454581,20.26544748,19.05510311,21.49779646,21.79296891,18.5029512,13.00795207,20.32546148,19.6582961,19.51375683,19.70744674,20.62356079,22.947121,21.70580357,22.02230907,22.48101377,20.67546454,22.70703137,21.55929485,22.7615915,21.81283486,255,0,0,0,0,255,255,255,0,0,0,0,0,255,0,14.6,68.23,18.7,17.7,250,1011.9,8.8,57.1,0,0
2023/7/3 23:27,-0.143492622,0.989651387,0,0,1,42,105,22.09,24.11706918,21.50383779,23.89683957,22.64010427,23.12848782,21.73995533,21.0539062,21.00260412,21.94687494,23.69152106,20.63886708,20.17105744,19.05896944,21.46538647,21.81979653,18.50056963,10.19652157,20.35198713,19.58962678,19.51092422,19.69230138,20.61484387,22.97237049,21.72284236,22.11653653,22.45976578,20.64983977,22.69240553,21.56068307,22.83239466,21.80859369,255,0,0,0,0,255,255,255,0,0,0,0,0,255,0,14.6,68.23,18.7,17.7,250,1011.9,8.8,57.1,0,0
